job_title,company,location,summary,state
Special Inspector / Technician,"Kleinfelder, Inc.","Irving, TX","We are engineers, scientists, and construction professionals providing solutions that improve our clients’ transportation, water, energy, and other private…",TX
Senior Technical Manager,Verizon,"Irving, TX","Showcases reports, dashboards for business users and ML data visualizations for data scientists and engineers. Six or more years of relevant work experience.",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. Excellent hands on R & Python experience. Location for this position is Plano, TX.",TX
Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","Data Management and Insights (DMI), which offers Chief Data Office capabilities to Wells Fargo, focuses on leveraging data as a strategic asset.",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Senior Software Engineer,L&T Technology Services Ltd.,"Plano, TX","Big organisations expect data stewards to expertly handle all things related to data processing, data policies, data guidelines and administer the organisation…",TX
Civil Construction Inspector Sr,HDR,"Dallas, TX","We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists.",TX
Environmental Construction Manager,Freese & Nichols Inc,"Dallas, TX","This position will work closely with other environmental scientists, engineers, and construction management staff as part of interdisciplinary project teams.",TX
Senior Technical Consultant - Machine Learning,MathWorks,"Plano, TX",We are seeking an engineer with a passion for data analysis and experience in machine learning to join our Consulting Services team.,TX
"Research Engineer/Principal Research Engineer, Communication Systems",Collinear,"Dallas, TX",Build data analytics algorithms to detect performance issues during operation. … Familiarity with analytics for physical layer and networking performance.,TX
Construction Materials Technician,"Giles Engineering Associates, Inc.","Dallas, TX","Work with project personnel and clients to ensure that specifications are followed. … Data analysis, data interpretation and manipulation, report writing, and…",TX
"Manager, Marketing Analytics",Apple Leisure Group,"Addison, TX","Partnering with data scientist and data visualization engineers to develop quantitative models, testing frameworks, and visualization methods to drive strategic…",TX
Staff Electrical Engineer - Mission Critical Facilities,Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
Sr. Quantitative Risk Analyst - Risk Reporting MIS,USAA,"Plano, TX",Experience in creating reporting visualization using Tableau. … Applies diverse methodologies and deep experience in a variety of disciplines to identify and…,TX
Computational Biologist II,UT Southwestern Medical Center,"Dallas, TX",It also provides a data repository for researchers to query existing data and to publish their own data. … Perform professional work in support of scientific…,TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. … Excellent hands on R & Python experience. … Location for this position is Plano, TX.",TX
Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. … You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","Data Management and Insights (DMI), which offers Chief Data Office capabilities to Wells Fargo, focuses on leveraging data as a strategic asset.",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
"Medicare Insurance Agent – Industry-best comp plan, total work freedom",ASSURANCE Independent Agents,"Dallas, TX","Access to our proprietary system (includes no dialing, product recommendations, analytics, and constant platform improvement). But insurance plans are not.",TX
"Splunk Engineer/Architect-Garland, TX",iSenpai,"Garland, TX","We offer a comprehensive package of 100% employer paid benefits, including medical, dental, vision, HSA Contribution, 401K match, and more.",TX
"Manager, Product Management - Sales Experience",Capital One - US,"Plano, TX","They will collaborate heavily with other Capital One product and business teams, to ensure a seamless experience for our Sales team.",TX
Staff Mechanical Engineer - Mission Critical Facilities,Burns & McDonnell,"Dallas, TX",Clients appreciate that and have rewarded us with a 90% repeat business rate and decades-long partnerships. We strive to create amazing success for our clients…,TX
Technical Director Software Engineering,Leonardo DRS,"Dallas, TX","Headquartered in Washington, DC, the Company is a wholly owned subsidiary of Leonardo, which employs more than 70,000 people worldwide. (up to once per week).",TX
"Sr Manager, Software Engineering - Center for Machine Learning",Capital One - US,"Plano, TX",Do you enjoy collaborating with your engineering team and your business partners to find creative ways to use machine learning to drive business objectives?,TX
Software Engineer,Leidos,"Dallas, TX","Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world's toughest challenges in the…",TX
Senior Quantitative Risk Analyst - Credit,USAA,"Plano, TX",See what it's like to work for a company where your passion meets our purpose: Applies advanced knowledge to produce advanced analytical material for…,TX
Senior Electrical Engineer,Burns & McDonnell,"Dallas, TX",Clients appreciate that and have rewarded us with a 90% repeat business rate and decades-long partnerships. We have offices and projects spanning the US and the…,TX
Natural Language Processing (NLP) Chatbot Team Manager (Analytics Manager 4),Wells Fargo,"Irving, TX","You will be leveraging unstructured data such as emails, text messages, notes, voice data, and semi-structured data in combination of structured data to build…",TX
Quantitative Risk Analyst - Senior Level (Market Risk),USAA,"Plano, TX",See what it's like to work for a company where your passion meets our purpose: Applies advanced knowledge to produce advanced analytical material for…,TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","This includes using machine learning techniques and programming languages to derive relevant analysis and metrics, including building proof of concepts to…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys is a global leader in consulting, technology and outsourcing solutions. We enable clients, in more than 30 countries, to stay a step ahead of emerging…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","We are seeking someone with a strong background in the theory and application of deep learning for image segmentation and classification, machine learning…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX","Experience with common data science toolkits, such as Anaconda, R, Python. Experience with deploying machine learning systems from scratch.",TX
Data Scientist,Verizon,"Irving, TX","Experience in machine learning and statistical modeling. In statistics, Math, Economics, Engineering, Computer Science, Business Analytics, Data Science or in a…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",A Publication or Paper Presentation in any renowned Data Science and Machine Learning conferences. Strong expertise in statistical modeling techniques such as…,TX
AAI – Data Science – Senior Manager,Deloitte,"Dallas, TX","Advanced analytical experience in retail operations analytics, retail workforce analytics, marketing mix modeling, customer analytics, and/or procurement,…",TX
Telco-Media Data Science Senior Manager,Deloitte,"Dallas, TX","Advanced analytical experience in Telco, Media, Technology operations analytics, workforce analytics, marketing mix modeling, customer analytics, and/or…",TX
Sr Mgr-Digital Solutions & Data Analytics,Raytheon,"McKinney, TX","Machine learning, artificial intelligence, deep learning, recommendation engines, predictive modeling, web/app analytics, A/B testing, search algorithms, data…",TX
Senior Technical Consultant - Machine Learning,MathWorks,"Plano, TX","Project work may also involve computer vision, signal processing, optimization, system simulation, and/or deep learning.",TX
"Sr Manager, Software Engineering - Center for Machine Learning",Capital One - US,"Plano, TX","As a Senior Manager in C4ML, you will manage teams that build fast data and machine learning solutions to create and improve some of the most interesting use…",TX
Natural Language Processing (NLP) Chatbot Team Manager (Analytics Manager 4),Wells Fargo,"Irving, TX","You will be leveraging unstructured data such as emails, text messages, notes, voice data, and semi-structured data in combination of structured data to build…",TX
AI/ML Cloud Deployment Engineer - Architect,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
"Senior Automation Engineer, Machine Learning Services",Broadcom,"Plano, TX","Embedded intelligence and a modern, easy-to-use collaboration hub provide actionable insights, helping novice IT Ops staff triage and analyze root cause faster.",TX
AI/ML Cloud Deployment Engineer- Senior Engineer,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
AI/ML Cloud Deployment Engineer - Senior Architect,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","This includes using machine learning techniques and programming languages to derive relevant analysis and metrics, including building proof of concepts to…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Excellent hands on R & Python experience. R & Python as a language is practically usable for anything, we are looking for application • Development and Extract…",TX
Data Scientist,Verizon,"Irving, TX",Be a subject matter expert on machine learning and predictive modeling. You’ll drive profitable growth and business innovation by applying cutting edge machine…,TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","We are seeking someone with a strong background in the theory and application of deep learning for image segmentation and classification, machine learning…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX","Experience with common data science toolkits, such as Anaconda, R, Python. Experience with deploying machine learning systems from scratch.",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",A Publication or Paper Presentation in any renowned Data Science and Machine Learning conferences. Strong expertise in statistical modeling techniques such as…,TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","This includes using machine learning techniques and programming languages to derive relevant analysis and metrics, including building proof of concepts to…",TX
Data Scientist,Verizon,"Irving, TX","Experience in machine learning and statistical modeling. In statistics, Math, Economics, Engineering, Computer Science, Business Analytics, Data Science or in a…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys is a global leader in consulting, technology and outsourcing solutions. We enable clients, in more than 30 countries, to stay a step ahead of emerging…",TX
Software Engineering Manager - Home Health or Hospice,AXXESS CONSULT INC,"Dallas, TX","We do it every day at Axxess, we bring life-changing technology to healthcare impacting the way people work, learn and grow their business.",TX
Senior Air Quality Manager,APTIM,"Dallas, TX","Understand market trends and how to convert those trends into business opportunities. The successful candidate will be highly motivated and detail oriented,…",TX
Senior Mechanical Engineer - Mission Critical Facilities,Burns & McDonnell,"Dallas, TX",Clients appreciate that and have rewarded us with a 90% repeat business rate and decades-long partnerships. We strive to create amazing success for our clients…,TX
Senior Civil Engineer - Railroads,Burns & McDonnell,"Dallas, TX","Clients appreciate that and have rewarded us with a 90% repeat business rate and decades-long partnerships. Yes, 10 % of the Time.",TX
Senior Civil Engineer - Highways,Burns & McDonnell,"Dallas, TX","Clients appreciate that and have rewarded us with a 90% repeat business rate and decades-long partnerships. Yes, 15 % of the Time.",TX
Lead Senior Network Engineer - Clearable DOE Q,Jacobs,"Irving, TX","And advanced data analytics for major clients in the Intelligence Community, Department of Defense, and Federal Civilian Agencies. Ability to lift up to 50 lbs.",TX
Senior Electrical Engineer - Global Facilities (Mission Critical),Burns & McDonnell,"Dallas, TX",Clients appreciate that and have rewarded us with a 90% repeat business rate and decades-long partnerships. This opportunity hires directly into that team and…,TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
"Sr. Associate, Data Scientist Machine Learning",KPMG,"Dallas, TX",Associate Machine Learning Data Scientist to join our KPMG Lighthouse - Center of Excellence for Advanced Analytics. Refactor deploy and validate models;,TX
Data Scientist,Indeed Prime,"Dallas, TX",We find out what's important to you and match you with your dream job. Each candidate is reviewed on the following to make sure you're a good fit for our…,TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX","Must have hands-on implementation of various advanced models, leveraging board spectrum of statistical, machine learning and cognitive computing methods.",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","We are seeking someone with a strong background in the theory and application of deep learning for image segmentation and classification, machine learning…",TX
"Medicare Insurance Agent – Industry-best comp plan, total work freedom",ASSURANCE Independent Agents,"Dallas, TX","Access to our proprietary system (includes no dialing, product recommendations, analytics, and constant platform improvement). But insurance plans are not.",TX
Lead Data Scientist,ITL USA,"Plano, TX","R & Python as a language is practically usable for anything, we are looking for application • Development and Extract/Transform/Load experience using Python.",TX
"Embedded Software Engineer - VxWorks/RTOS - Grand Prairie/Dallas, TX - Active Secret Clearance",LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX","Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.",TX
"Experienced Structural Engineer Dallas, TX","Wiss, Janney, Elstner Associates","Irving, TX",This candidate will thrive in our culture of trust and personal responsibility will appreciate the many rewarding opportunities at WJE for professional growth…,TX
"Embedded Software Engineer - Real-Time Embedded, VxWorks/RTOS - Grand Prairie/Dallas, TX - Active Secret Clearance",LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX","Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.",TX
Software Engineering Manager - Home Health or Hospice,AXXESS CONSULT INC,"Dallas, TX","We do it every day at Axxess, we bring life-changing technology to healthcare impacting the way people work, learn and grow their business.",TX
Senior Air Quality Manager,APTIM,"Dallas, TX","Whether it's safeguarding and maintaining critical power infrastructure, helping communities recover from natural disasters, enabling our armed forces and first…",TX
Senior Mechanical Engineer - Mission Critical Facilities,Burns & McDonnell,"Dallas, TX","Burns & McDonnell has exciting opportunities for Mechanical Engineers interested in growing their careers in one of the most fast paced, innovative companies…",TX
Senior Civil Engineer - Railroads,Burns & McDonnell,"Dallas, TX","At Burns & McDonnell, you’ll have the opportunity to make a difference every day while fulfilling your personal and professional ambitions.",TX
Senior Civil Engineer - Highways,Burns & McDonnell,"Dallas, TX","At Burns & McDonnell, you’ll have the opportunity to make a difference every day while fulfilling your personal and professional ambitions.",TX
Lead Senior Network Engineer - Clearable DOE Q,Jacobs,"Irving, TX","And advanced data analytics for major clients in the Intelligence Community, Department of Defense, and Federal Civilian Agencies. Ability to lift up to 50 lbs.",TX
Senior Electrical Engineer - Global Facilities (Mission Critical),Burns & McDonnell,"Dallas, TX","At Burns & McDonnell, you’ll have the opportunity to make a difference every day while fulfilling your personal and professional ambitions.",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX","Experience with common data science toolkits, such as Anaconda, R, Python. Experience with deploying machine learning systems from scratch.",TX
Data Scientist,Verizon,"Irving, TX","Experience in machine learning and statistical modeling. You will work closely with a team of talented data scientists, Big Data engineers, and software…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
"Medicare Insurance Agent – Industry-best comp plan, total work freedom",ASSURANCE Independent Agents,"Dallas, TX","Our team of engineers, data scientists, marketers, architects, and designers are building systems using advanced science to make humans better.",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. Excellent hands on R & Python experience. Location for this position is Plano, TX.",TX
"Embedded Software Engineer - VxWorks/RTOS - Grand Prairie/Dallas, TX - Active Secret Clearance",LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX","Do want to work with an internationally recognized staff of PhDs, scientists and engineers? The successful candidate will be responsible for porting, designing…",TX
"Experienced Structural Engineer Dallas, TX","Wiss, Janney, Elstner Associates","Irving, TX","(WJE) is an interdisciplinary firm of architects, structural engineers, and materials scientists that specializes in the investigation, analysis, testing, and…",TX
"Embedded Software Engineer - Real-Time Embedded, VxWorks/RTOS - Grand Prairie/Dallas, TX - Active Secret Clearance",LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX","Do want to work with an internationally recognized staff of PhDs, scientists and engineers? The successful candidate will be responsible for porting, designing…",TX
Software Engineering Manager - Home Health or Hospice,AXXESS CONSULT INC,"Dallas, TX","Lead, coach, and mentor a team of Engineers and Data Scientists to deliver high quality SaaS products. We are looking to add a dynamic and driven Software…",TX
Senior Air Quality Manager,APTIM,"Dallas, TX","We do this by leveraging teams that include engineers, scientists, builders, economists, craft professionals, procurement, logistics and process experts.",TX
Senior Mechanical Engineer - Mission Critical Facilities,Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
Senior Civil Engineer - Railroads,Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
Senior Civil Engineer - Highways,Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
Lead Senior Network Engineer - Clearable DOE Q,Jacobs,"Irving, TX","Our Cyber Security Operations Centers ensure safe, effective network operations for Federal clients while our data scientists are helping stop illegal acts…",TX
Senior Electrical Engineer - Global Facilities (Mission Critical),Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","We are seeking someone with a strong background in the theory and application of deep learning for image segmentation and classification, machine learning…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX","Experience with common data science toolkits, such as Anaconda, R, Python. Experience with deploying machine learning systems from scratch.",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",A Publication or Paper Presentation in any renowned Data Science and Machine Learning conferences. Strong expertise in statistical modeling techniques such as…,TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","This includes using machine learning techniques and programming languages to derive relevant analysis and metrics, including building proof of concepts to…",TX
Data Scientist,Verizon,"Irving, TX","Experience in machine learning and statistical modeling. In statistics, Math, Economics, Engineering, Computer Science, Business Analytics, Data Science or in a…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys is a global leader in consulting, technology and outsourcing solutions. We enable clients, in more than 30 countries, to stay a step ahead of emerging…",TX
"Embedded Software Engineer - VxWorks/RTOS - Grand Prairie/Dallas, TX - Active Secret Clearance",LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX","As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’…",TX
"Experienced Structural Engineer Dallas, TX","Wiss, Janney, Elstner Associates","Irving, TX",Organizes field data to facilitate analysis and problem solving. Ability to understand and appreciate safety training specific to numerous workplace and…,TX
"Embedded Software Engineer - Real-Time Embedded, VxWorks/RTOS - Grand Prairie/Dallas, TX - Active Secret Clearance",LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX","As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’…",TX
Software Engineering Manager - Home Health or Hospice,AXXESS CONSULT INC,"Dallas, TX","We do it every day at Axxess, we bring life-changing technology to healthcare impacting the way people work, learn and grow their business.",TX
Senior Air Quality Manager,APTIM,"Dallas, TX","Understand market trends and how to convert those trends into business opportunities. The successful candidate will be highly motivated and detail oriented,…",TX
Senior Mechanical Engineer - Mission Critical Facilities,Burns & McDonnell,"Dallas, TX",Clients appreciate that and have rewarded us with a 90% repeat business rate and decades-long partnerships. We strive to create amazing success for our clients…,TX
Senior Civil Engineer - Railroads,Burns & McDonnell,"Dallas, TX","Clients appreciate that and have rewarded us with a 90% repeat business rate and decades-long partnerships. Yes, 10 % of the Time.",TX
Senior Civil Engineer - Highways,Burns & McDonnell,"Dallas, TX","Clients appreciate that and have rewarded us with a 90% repeat business rate and decades-long partnerships. Yes, 15 % of the Time.",TX
Lead Senior Network Engineer - Clearable DOE Q,Jacobs,"Irving, TX","And advanced data analytics for major clients in the Intelligence Community, Department of Defense, and Federal Civilian Agencies. Ability to lift up to 50 lbs.",TX
Senior Electrical Engineer - Global Facilities (Mission Critical),Burns & McDonnell,"Dallas, TX",Clients appreciate that and have rewarded us with a 90% repeat business rate and decades-long partnerships. This opportunity hires directly into that team and…,TX
Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
"Medicare Insurance Agent – Industry-best comp plan, total work freedom",ASSURANCE Independent Agents,"Dallas, TX","Our team of engineers, data scientists, marketers, architects, and designers are building systems using advanced science to make humans better.",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. Excellent hands on R & Python experience. Location for this position is Plano, TX.",TX
"Embedded Software Engineer - VxWorks/RTOS - Grand Prairie/Dallas, TX - Active Secret Clearance",LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX","Do want to work with an internationally recognized staff of PhDs, scientists and engineers? The successful candidate will be responsible for porting, designing…",TX
"Experienced Structural Engineer Dallas, TX","Wiss, Janney, Elstner Associates","Irving, TX","(WJE) is an interdisciplinary firm of architects, structural engineers, and materials scientists that specializes in the investigation, analysis, testing, and…",TX
"Embedded Software Engineer - Real-Time Embedded, VxWorks/RTOS - Grand Prairie/Dallas, TX - Active Secret Clearance",LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX","Do want to work with an internationally recognized staff of PhDs, scientists and engineers? The successful candidate will be responsible for porting, designing…",TX
Software Engineering Manager - Home Health or Hospice,AXXESS CONSULT INC,"Dallas, TX","Lead, coach, and mentor a team of Engineers and Data Scientists to deliver high quality SaaS products. We are looking to add a dynamic and driven Software…",TX
Senior Air Quality Manager,APTIM,"Dallas, TX","We do this by leveraging teams that include engineers, scientists, builders, economists, craft professionals, procurement, logistics and process experts.",TX
Senior Mechanical Engineer - Mission Critical Facilities,Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
Senior Civil Engineer - Railroads,Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
Senior Civil Engineer - Highways,Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
Lead Senior Network Engineer - Clearable DOE Q,Jacobs,"Irving, TX","Our Cyber Security Operations Centers ensure safe, effective network operations for Federal clients while our data scientists are helping stop illegal acts…",TX
Senior Electrical Engineer - Global Facilities (Mission Critical),Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","Data Management and Insights (DMI), which offers Chief Data Office capabilities to Wells Fargo, focuses on leveraging data as a strategic asset.",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Data Scientist,Verizon,"Irving, TX",You’ll drive profitable growth and business innovation by applying cutting edge machine… Be a subject matter expert on machine learning and predictive modeling.,TX
Lead Data Scientist,ITL USA,"Plano, TX","Excellent hands on R & Python experience. R & Python as a language is practically usable for anything, we are looking for application • Development and Extract…",TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","This includes using machine learning techniques and programming languages to derive relevant analysis and metrics, including building proof of concepts to…",TX
AAI – Data Science – Senior Manager,Deloitte,"Dallas, TX","Advanced analytical experience in retail operations analytics, retail workforce analytics, marketing mix modeling, customer analytics, and/or procurement,…",TX
Telco-Media Data Science Senior Manager,Deloitte,"Dallas, TX","Advanced analytical experience in Telco, Media, Technology operations analytics, workforce analytics, marketing mix modeling, customer analytics, and/or…",TX
Sr Mgr-Digital Solutions & Data Analytics,Raytheon,"McKinney, TX","Machine learning, artificial intelligence, deep learning, recommendation engines, predictive modeling, web/app analytics, A/B testing, search algorithms, data…",TX
Senior Technical Consultant - Machine Learning,MathWorks,"Plano, TX","Project work may also involve computer vision, signal processing, optimization, system simulation, and/or deep learning.",TX
"Sr Manager, Software Engineering - Center for Machine Learning",Capital One - US,"Plano, TX","As a Senior Manager in C4ML, you will manage teams that build fast data and machine learning solutions to create and improve some of the most interesting use…",TX
Natural Language Processing (NLP) Chatbot Team Manager (Analytics Manager 4),Wells Fargo,"Irving, TX","You will be leveraging unstructured data such as emails, text messages, notes, voice data, and semi-structured data in combination of structured data to build…",TX
AI/ML Cloud Deployment Engineer - Architect,Deloitte,"Dallas, TX","The role of the AI/ML Deployment Engineer is to create… Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques.",TX
"Senior Automation Engineer, Machine Learning Services",Broadcom,"Plano, TX","Embedded intelligence and a modern, easy-to-use collaboration hub provide actionable insights, helping novice IT Ops staff triage and analyze root cause faster.",TX
AI/ML Cloud Deployment Engineer- Senior Engineer,Deloitte,"Dallas, TX","The role of the AI/ML Deployment Engineer is to create… Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques.",TX
AI/ML Cloud Deployment Engineer - Senior Architect,Deloitte,"Dallas, TX","The role of the AI/ML Deployment Engineer is to create… Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques.",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","Data Management and Insights (DMI), which offers Chief Data Office capabilities to Wells Fargo, focuses on leveraging data as a strategic asset.",TX
Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
