job_title,company,location,summary,state
Database Analyst 5,Wells Fargo,"Irving, TX",Our career opportunities span the technology spectrum:. 7+ years of SQL experience. Evaluates service level agreement criteria;...,TX
Head of Customer 360 Recognition,Citi,"Irving, TX","Strong understanding of data architecture, data quality and related technologies. This group has a transformational mandate. Yes, 10 % of the Time....",TX
Head of Strategic Programs and Delivery Excellence – Care Enablement & AI,Citi,"Irving, TX","Experience with Lean process improvement preferred. Strong listening, situation analysis, negotiation and facilitation skills....",TX
Market Service Specialist (Fort Worth),BOK Financial,"Fort Worth, TX",Ability to follow established standards and use judgment to determine when appropriate to escalate. Client Experience – Transaction Efficiency:....,TX
Wealth Management Advisor Training Program,Northwestern Mutual,"Fort Worth, TX","A CAREER WITH ENDLESS OPPORTUNITIES*. FORTUNE® 97 (FORTUNE® 500, 2017). Are you looking for more fulfillment from your career? Year 10 | $234,000 - $490,000....",TX
Financial Sales Advisor / Personal Banker,BBVA Compass,"Fort Worth, TX","That is why we actively support diversity and inclusion, and we invite you to apply, regardless of your race, gender, age, sexual orientation, country of origin...",TX
Financial Advisor,"First Command Financial Services, Inc.","Irving, TX",Portable career opportunities throughout the United States and overseas. First Command is committed to helping military families get their financial lives...,TX
Community Manager - LIHTC,The NRP Group LLC,"Fort Worth, TX","NRP Investments, LLC, founded in 1994, is a full-service developer, general contractor, and property manager of multifamily, senior, and student housing...",TX
Operational Risk Model Developer - Analyst,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
Data/Information Mgt Analyst,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Delaware,Wilmington....",TX
Compliance Product Officer - ICRM Recovery Operations & Support,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
Qualitative Models Validation Senior Analyst,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Delaware,Wilmington....",TX
Compliance Product Senior Analyst,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
VP - Controller,Inform Diagnostics,"Irving, TX","The Corporate Controller is responsible for the overall accounting operations of the company, including the production of periodic financial reports,...",TX
Product Manager (C13/VP),Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
Informatica Administrator - Database Analyst,Wells Fargo,"Irving, TX",Wells Fargo technology teams drive innovation to create a more powerful and fulfilling financial experience for our customers and team members....,TX
Compliance Product Group Manager – Collections/ Recovery Operations,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
Compliance Ethics Senior Officer I,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
Market Service Specialist (Fort Worth),BOK Financial,"Fort Worth, TX","Req ID: 51592 Areas of Interest: Consumer Banker; Consumer Banking; Teller BOK Financial (BOKF), Headquartered in Tulsa, Oklahoma, BOK Financial Corporation ...",TX
Head of Strategic Programs and Delivery Excellence – Care Enablement & AI,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Florida,Jacksonville....",TX
Wealth Management Advisor Training Program,Northwestern Mutual,"Fort Worth, TX","GET MORE OUT OF YOUR CAREER*. Choose a career where changing someone else’s life for the better is also life-changing for you – personally, professionally and...",TX
Financial Sales Advisor / Personal Banker,BBVA Compass,"Fort Worth, TX","Company: Compass Bank dba BBVA Compass Location: Fort Worth, Texas. United States Job type: Employment | Retail Banking - Branch Published on: 24th June 2019...",TX
Financial Advisor,"First Command Financial Services, Inc.","Irving, TX",4 out of 5 of our Advisors are veterans or military spouses. Who we are:. First Command is committed to helping military families get their financial lives...,TX
Client Associate,Bank of America,"Fort Worth, TX","Merrill Lynch Wealth Management is a leading provider of comprehensive wealth management and investment products and services for individuals, companies, and...",TX
Operational Risk Manager - Risk Appetite and Metrics Analyst,Citi,"Irving, TX","Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions....",TX
Operational Risk Model Developer - Analyst,Citi,"Irving, TX","Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions....",TX
Compliance Risk Management Senior Analyst,Citi,"Irving, TX","Yes, 10 % of the Time. Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and...",TX
Compliance Product Senior Analyst,Citi,"Irving, TX","Yes, 10 % of the Time. Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and...",TX
Applications Support Sr. Analyst,Citi,"Irving, TX","Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions....",TX
Digital Personalization Product Manager,Citi,"Irving, TX","Yes, 10 % of the Time. Citi’s Global Consumer Bank (GCB) has a unique opportunity to leverage its consumer relationships and footprint, state of the art...",TX
IT Business Lead Analyst,Citi,"Irving, TX","Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions....",TX
"AVP, Credit Portfolio Sr Analyst",Citi,"Irving, TX","Yes, 10 % of the Time. AVP, Credit Portfolio Sr Analyst. Citi, the leading global bank, has approximately 200 million customer accounts and does business in...",TX
"Military Pathways - Direct Hire Program - CCB Business UAT Lead (UAT Automation) - Chase Auto - Fort Worth, TX / Phoenix, AZ",JP Morgan Chase,"Fort Worth, TX","As a Military Pathways Direct Hire, you will be placed in a role based on professional experience and business priorities, focused on one of a few areas...",TX
Compl Risk Mgmt Group Mgr – RICM First Line Control Activities,Citi,"Irving, TX","Yes, 10 % of the Time. Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and...",TX
Auditor III - Global Consumer Banking,Citi,"Irving, TX","Yes, 10 % of the Time. Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and...",TX
Head of Strategic Programs and Delivery Excellence – Care Enablement & AI,Citi,"Irving, TX","Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions....",TX
Wealth Management Advisor Training Program,Northwestern Mutual,"Fort Worth, TX","GET MORE OUT OF YOUR CAREER*. Choose a career where changing someone else’s life for the better is also life-changing for you – personally, professionally and...",TX
Financial Sales Advisor / Personal Banker,BBVA Compass,"Fort Worth, TX","Compass Bank dba BBVA Compass. Employment | Retail Banking - Branch. At BBVA, we are leading the transformation of global banking with the aim of bringing the...",TX
Financial Advisor,"First Command Financial Services, Inc.","Irving, TX",4 out of 5 of our Advisors are veterans or military spouses. First Command is committed to helping military families get their financial lives squared away....,TX
Client Associate,Bank of America,"Fort Worth, TX",Job Description:. Business Overview. Merrill Lynch Wealth Management is a leading provider of comprehensive wealth management and investment products and...,TX
"Compliance Assurance Group Manager, SVP - Global Functions Technology",Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Florida,Tampa....",TX
IT Business Sr Analyst,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Illinois,Elk Grove Village....",TX
Compl Risk Mgmt Officer – RICM Operational Technology Coordination,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
Solutions Delivery Project Manager-CBORC,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Delaware,Wilmington;...",TX
IT Business Lead Analyst,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. High School Diploma/GED. Job Function:....",TX
Help Desk Supervisor,Caliber Home Loans,"Coppell, TX","Caliber Home Loans, Inc. Is one of the nation's fastest-growing mortgage lenders. We didn't move into the fast lane because of clever marketing campaigns or...",TX
Head of Design,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Florida,Jacksonville....",TX
"Senior Auditor, Global Consumer Technology",Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
Compliance Product Officer – Operations / Supplier Groups,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
Solutions Delivery Sr. Project Manager-CBORC,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Delaware,Wilmington;...",TX
Auditor III - Global Consumer Banking,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Florida,Tampa....",TX
Head of Strategic Programs and Delivery Excellence – Care Enablement & AI,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Florida,Jacksonville....",TX
Wealth Management Advisor Training Program,Northwestern Mutual,"Fort Worth, TX","GET MORE OUT OF YOUR CAREER*. Choose a career where changing someone else’s life for the better is also life-changing for you – personally, professionally and...",TX
Financial Sales Advisor / Personal Banker,BBVA Compass,"Fort Worth, TX","Company: Compass Bank dba BBVA Compass Location: Fort Worth, Texas. United States Job type: Employment | Retail Banking - Branch Published on: 24th June 2019...",TX
Financial Advisor,"First Command Financial Services, Inc.","Irving, TX",4 out of 5 of our Advisors are veterans or military spouses. Who we are:. First Command is committed to helping military families get their financial lives...,TX
Wealth Management Advisor Training Program,Northwestern Mutual,"Fort Worth, TX","A CAREER WITH ENDLESS OPPORTUNITIES*. FORTUNE® 97 (FORTUNE® 500, 2017). Are you looking for more fulfillment from your career? Year 10 | $234,000 - $490,000....",TX
Server Side Developer - Java - AVP,Citi,"Irving, TX",Firm understanding of design patterns. Strong hands-on Server side developmentusing Java and Python. Hands on Coding experience creating data models and have an...,TX
Head of Design,Citi,"Irving, TX",Experience shaping business strategy for technical products or services. Proven experience in large scale A/B testing with live customers....,TX
Audit Manager - Change Governance,Citi,"Irving, TX",Pro-actively develops automated routines to help focus audit testing. Provides coaching to team members in all phases of the audit process....,TX
Operational Risk Consultant 4 - Reporting and Business Analytics,Wells Fargo,"Irving, TX","Help us build a better Wells Fargo. 1+ year of Cognos experience. Excellent verbal, written, and interpersonal communication skills....",TX
Citi Cloud Platform Administrator - VP,Citi,"Irving, TX","Works independently and is self-directed. Excellent communication skills, in both spoken and written English. How do I determine who signed a certificate?...",TX
Solutions Delivery Sr. Project Manager-CBORC,Citi,"Irving, TX",Must be successful and enjoy juggling multiple priorities. Our goal is to have our workforce reflect this same diversity at all levels....,TX
Master Data Management Leader,CITIZENS BANK,"Irving, TX","Strong understanding of enterprise-level data integration and standardization practices. IBM Infosphere MDM, Java, XM/JSON, use of relational databases and...",TX
"Senior Auditor, Capital Planning/CCAR",Citi,"Irving, TX",Pro-actively develops automated routines to help focus audit testing. Provides coaching to team members in all phases of the audit process....,TX
Applications Support Sr. Analyst,Citi,"Irving, TX",Be proactive in monitoring trends and instituting continuous process improvement. Ensure appropriate monitoring and alerting processes are in place for the...,TX
Head of Strategic Programs and Delivery Excellence – Care Enablement & AI,Citi,"Irving, TX","Experience with Lean process improvement preferred. Strong listening, situation analysis, negotiation and facilitation skills....",TX
Head of Strategic Programs and Delivery Excellence – Care Enablement & AI,Citi,"Irving, TX","Experience with Lean process improvement preferred. Strong listening, situation analysis, negotiation and facilitation skills....",TX
Market Service Specialist (Fort Worth),BOK Financial,"Fort Worth, TX",Ability to follow established standards and use judgment to determine when appropriate to escalate. Client Experience – Transaction Efficiency:....,TX
Financial Sales Advisor / Personal Banker,BBVA Compass,"Fort Worth, TX","That is why we actively support diversity and inclusion, and we invite you to apply, regardless of your race, gender, age, sexual orientation, country of origin...",TX
Financial Advisor,"First Command Financial Services, Inc.","Irving, TX",Portable career opportunities throughout the United States and overseas. First Command is committed to helping military families get their financial lives...,TX
Financial Sales Advisor / Personal Banker,BBVA Compass,"Fort Worth, TX","That is why we actively support diversity and inclusion, and we invite you to apply, regardless of your race, gender, age, sexual orientation, country of origin...",TX
Digital Personalization Product Manager,Citi,"Irving, TX","Web, mobile, chat) knowledge desired. Strong technical acumen with digital channel (e.g. Business that puts the customer at the center....",TX
TPS Applications Development Sr. Developer Analyst,Citi,"Irving, TX","Bachelor’s degree in Computer Science or equivalent field. Technical competency with z/TPF, IBM Toolkit, C, PL/1 SABR, XML, IBM z/Assembler and related current...",TX
IT Business Lead Analyst with Salesforce Experience,Citi,"Irving, TX",Very good understanding of agile methodology. Excellent knowledge of Retail banking especially on payments and transaction processing required....,TX
Websphere Application Administrator & Developer,Citi,"Irving, TX",Provide Performance tuning and Architecture inputs and best practices in design and development. Strong in technology concepts and technology best practices....,TX
"Dev Ops Engineer, Irving TX",Citi,"Irving, TX",Effectively communicate and be compatible with infrastructure and supporting technology groups across a distributed Unix/Linux environment to drive problem...,TX
Senior IT Project Manager,Citi,"Irving, TX","Proven track record of successfully leading large scale, complex, highly visible projects and programs. In depth understanding of agile concepts and processes...",TX
Audit Manager - ICG/GCB – Commercial,Citi,"Irving, TX",Develops effective senior line management relationships and has a strong understanding of the businesses. Our goal is to have our workforce reflect this same...,TX
"Senior Microsoft Identity Manager (MIM)Administrator (C13/VP) Irving, TX",Citi,"Irving, TX",Bachelor’s degree in Computer Science or equivalent experience (desirable). Ensure compliance of solutions to regulatory standards....,TX
Head of Quality Engineering and Tech Ops,Citi,"Irving, TX",Strong analytical and quantitative skills; Should exude confidence and will roll-up his/her sleeves to drive success....,TX
Architect Master Data Management,CITIZENS BANK,"Irving, TX","Bachelor’s degree in Information Technology preferred. IBM Infosphere MDM, Java, XM/JSON, use of relational databases and integration services....",TX
Head of Strategic Programs and Delivery Excellence – Care Enablement & AI,Citi,"Irving, TX","Experience with Lean process improvement preferred. Strong listening, situation analysis, negotiation and facilitation skills....",TX
Market Service Specialist (Fort Worth),BOK Financial,"Fort Worth, TX",Ability to follow established standards and use judgment to determine when appropriate to escalate. Client Experience – Transaction Efficiency:....,TX
Financial Advisor,"First Command Financial Services, Inc.","Irving, TX",Portable career opportunities throughout the United States and overseas. First Command is committed to helping military families get their financial lives...,TX
Wealth Management Advisor Training Program,Northwestern Mutual,"Fort Worth, TX","A CAREER WITH ENDLESS OPPORTUNITIES*. FORTUNE® 97 (FORTUNE® 500, 2017). Are you looking for more fulfillment from your career? Year 10 | $234,000 - $490,000....",TX
Financial Sales Advisor / Personal Banker,BBVA Compass,"Fort Worth, TX","Company: Compass Bank dba BBVA Compass Location: Fort Worth, Texas. United States Job type: Employment | Retail Banking - Branch Published on: 24th June 2019...",TX
Financial Advisor,"First Command Financial Services, Inc.","Irving, TX",4 out of 5 of our Advisors are veterans or military spouses. Who we are:. First Command is committed to helping military families get their financial lives...,TX
Client Associate,Bank of America,"Fort Worth, TX",Job Description:. Business Overview. Merrill Lynch Wealth Management is a leading provider of comprehensive wealth management and investment products and...,TX
Sr. Monitoring and Performance Engineer,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
"Microsoft System Center Configuration Manager Engineer (C13/VP) Irving, TX",Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
Head of Strategic Programs and Delivery Excellence – Care Enablement & AI,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Florida,Jacksonville....",TX
Wealth Management Advisor Training Program,Northwestern Mutual,"Fort Worth, TX","GET MORE OUT OF YOUR CAREER*. Choose a career where changing someone else’s life for the better is also life-changing for you – personally, professionally and...",TX
Auditor III - Global Consumer Banking,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Florida,Tampa....",TX
Compliance Ethics Senior Officer I,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
Strategy & Development Manager,Lehigh Hanson,"Irving, TX",The Company and the Role:. Lehigh Hanson is one of the largest construction materials companies in North America with more than 550 active operations in the U.S...,TX
Market Service Specialist (Fort Worth),BOK Financial,"Fort Worth, TX","Req ID: 51592 Areas of Interest: Consumer Banker; Consumer Banking; Teller BOK Financial (BOKF), Headquartered in Tulsa, Oklahoma, BOK Financial Corporation ...",TX
Analyst / Assistant Vice President,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
"Manager, Strategy & Transformation, Technology",Charles Schwab,"Westlake, TX","Your Opportunity. Internal strategy teams at Charles Schwab help set the direction for the company, business units, and product and service offerings....",TX
Head of Design,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Florida,Jacksonville....",TX
Financial Advisor Training Program,Northwestern Mutual,"Las Colinas, TX","GET MORE OUT OF YOUR CAREER*. Choose a career where changing someone else’s life for the better is also life-changing for you – personally, professionally and...",TX
"Senior Microsoft Identity Manager (MIM)Administrator (C13/VP) Irving, TX",Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
Senior IT Project Manager,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Florida,Jacksonville....",TX
Compliance Risk Management Sr Analyst - Technology & InfoSec Monitoring,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
"Compliance Assurance Group Manager, SVP - Global Functions Technology",Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Florida,Tampa....",TX
Solutions Delivery Sr. Project Manager-CBORC,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Delaware,Wilmington;...",TX
Senior Operational Risk Manager – Citi Retail Services and Customer Conduct Risk Coverage-SVP,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Illinois,Elgin....",TX
IT Business Lead Analyst with Salesforce Experience,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. High School Diploma/GED. Job Function:....",TX
Architect Master Data Management,CITIZENS BANK,"Irving, TX","The MDM Architect requires Master Data Platform strategy, technical roadmap planning, estimating, collaboration, and application design / development and...",TX
Operational Risk Consultant 4 - Reporting and Business Analytics,Wells Fargo,"Irving, TX","Job Description. At Wells Fargo, we want to satisfy our customers’ financial needs and help them succeed financially....",TX
"Microsoft System Center Configuration Manager Engineer (C13/VP) Irving, TX",Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
Head of Strategic Programs and Delivery Excellence – Care Enablement & AI,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Florida,Jacksonville....",TX
Market Service Specialist (Fort Worth),BOK Financial,"Fort Worth, TX","Req ID: 51592 Areas of Interest: Consumer Banker; Consumer Banking; Teller BOK Financial (BOKF), Headquartered in Tulsa, Oklahoma, BOK Financial Corporation ...",TX
Financial Sales Advisor / Personal Banker,BBVA Compass,"Fort Worth, TX","Company: Compass Bank dba BBVA Compass Location: Fort Worth, Texas. United States Job type: Employment | Retail Banking - Branch Published on: 24th June 2019...",TX
Financial Advisor,"First Command Financial Services, Inc.","Irving, TX",4 out of 5 of our Advisors are veterans or military spouses. Who we are:. First Command is committed to helping military families get their financial lives...,TX
Wealth Management Advisor Training Program,Northwestern Mutual,"Fort Worth, TX","GET MORE OUT OF YOUR CAREER*. Choose a career where changing someone else’s life for the better is also life-changing for you – personally, professionally and...",TX
Financial Sales Advisor / Personal Banker,BBVA Compass,"Fort Worth, TX","That is why we actively support diversity and inclusion, and we invite you to apply, regardless of your race, gender, age, sexual orientation, country of origin...",TX
Financial Advisor,"First Command Financial Services, Inc.","Irving, TX",Portable career opportunities throughout the United States and overseas. First Command is committed to helping military families get their financial lives...,TX
Head of Strategic Programs and Delivery Excellence – Care Enablement & AI,Citi,"Irving, TX","Experience with Lean process improvement preferred. Strong listening, situation analysis, negotiation and facilitation skills....",TX
IT Business Lead Analyst with Salesforce Experience,Citi,"Irving, TX",Very good understanding of agile methodology. Excellent knowledge of Retail banking especially on payments and transaction processing required....,TX
Websphere Application Administrator & Developer,Citi,"Irving, TX",Provide Performance tuning and Architecture inputs and best practices in design and development. Strong in technology concepts and technology best practices....,TX
"Dev Ops Engineer, Irving TX",Citi,"Irving, TX",Effectively communicate and be compatible with infrastructure and supporting technology groups across a distributed Unix/Linux environment to drive problem...,TX
Senior IT Project Manager,Citi,"Irving, TX","Proven track record of successfully leading large scale, complex, highly visible projects and programs. In depth understanding of agile concepts and processes...",TX
Audit Manager - ICG/GCB – Commercial,Citi,"Irving, TX",Develops effective senior line management relationships and has a strong understanding of the businesses. Our goal is to have our workforce reflect this same...,TX
"Senior Microsoft Identity Manager (MIM)Administrator (C13/VP) Irving, TX",Citi,"Irving, TX",Bachelor’s degree in Computer Science or equivalent experience (desirable). Ensure compliance of solutions to regulatory standards....,TX
Head of Quality Engineering and Tech Ops,Citi,"Irving, TX",Strong analytical and quantitative skills; Should exude confidence and will roll-up his/her sleeves to drive success....,TX
Architect Master Data Management,CITIZENS BANK,"Irving, TX","Bachelor’s degree in Information Technology preferred. IBM Infosphere MDM, Java, XM/JSON, use of relational databases and integration services....",TX
Sr. Monitoring and Performance Engineer,Citi,"Irving, TX",Bachelor’s or Master’s Degree in Computer Science. Monitoring and Data Analytics Architect. Experience with monitoring tools such as:....,TX
"Microsoft System Center Configuration Manager Engineer (C13/VP) Irving, TX",Citi,"Irving, TX","The engineer will be a Microsoft System Center Configuration Manager Current Branch expert with enterprise experience and strong knowledge of computer hardware,...",TX
Client Associate,Bank of America,"Fort Worth, TX","If hired without licenses, depending on the needs of the business, you may be required to obtain registrations. 1st shift (United States of America)....",TX
Wealth Management Advisor Training Program,Northwestern Mutual,"Fort Worth, TX","A CAREER WITH ENDLESS OPPORTUNITIES*. FORTUNE® 97 (FORTUNE® 500, 2017). Are you looking for more fulfillment from your career? Year 10 | $234,000 - $490,000....",TX
Financial Advisor,"First Command Financial Services, Inc.","Irving, TX",Portable career opportunities throughout the United States and overseas. First Command is committed to helping military families get their financial lives...,TX
"Senior Microsoft Identity Manager (MIM)Administrator (C13/VP) Irving, TX",Citi,"Irving, TX",Bachelor’s degree in Computer Science or equivalent experience (desirable). Ensure compliance of solutions to regulatory standards....,TX
Senior IT Project Manager,Citi,"Irving, TX","Proven track record of successfully leading large scale, complex, highly visible projects and programs. In depth understanding of agile concepts and processes...",TX
"Compliance Assurance Group Manager, SVP - Global Functions Technology",Citi,"Irving, TX",Advanced knowledge in area of focus. Identifying industry best practices and share insight with the CA teams on a regular basis....,TX
IT Business Lead Analyst with Salesforce Experience,Citi,"Irving, TX",Very good understanding of agile methodology. Excellent knowledge of Retail banking especially on payments and transaction processing required....,TX
Solutions Delivery Sr. Project Manager-CBORC,Citi,"Irving, TX",Must be successful and enjoy juggling multiple priorities. Our goal is to have our workforce reflect this same diversity at all levels....,TX
Architect Master Data Management,CITIZENS BANK,"Irving, TX","Bachelor’s degree in Information Technology preferred. IBM Infosphere MDM, Java, XM/JSON, use of relational databases and integration services....",TX
Senior Operational Risk Manager – Citi Retail Services and Customer Conduct Risk Coverage-SVP,Citi,"Irving, TX",Strong analytical and conceptual skills. Evaluate control issues and ensure adequacy of Event Root Cause Analysis and corrective action plans....,TX
Operational Risk Consultant 4 - Reporting and Business Analytics,Wells Fargo,"Irving, TX","Help us build a better Wells Fargo. 1+ year of Cognos experience. Excellent verbal, written, and interpersonal communication skills....",TX
Compliance Risk Management Sr Analyst - Technology & InfoSec Monitoring,Citi,"Irving, TX",Excellent written and verbal communication skills. Knowledge in area of focus. Strong interpersonal skills with the ability to work collaboratively and with...,TX
"Microsoft System Center Configuration Manager Engineer (C13/VP) Irving, TX",Citi,"Irving, TX","The engineer will be a Microsoft System Center Configuration Manager Current Branch expert with enterprise experience and strong knowledge of computer hardware,...",TX
Head of Strategic Programs and Delivery Excellence – Care Enablement & AI,Citi,"Irving, TX","Experience with Lean process improvement preferred. Strong listening, situation analysis, negotiation and facilitation skills....",TX
Market Service Specialist (Fort Worth),BOK Financial,"Fort Worth, TX",Ability to follow established standards and use judgment to determine when appropriate to escalate. Client Experience – Transaction Efficiency:....,TX
Wealth Management Advisor Training Program,Northwestern Mutual,"Fort Worth, TX","A CAREER WITH ENDLESS OPPORTUNITIES*. FORTUNE® 97 (FORTUNE® 500, 2017). Are you looking for more fulfillment from your career? Year 10 | $234,000 - $490,000....",TX
Financial Sales Advisor / Personal Banker,BBVA Compass,"Fort Worth, TX","That is why we actively support diversity and inclusion, and we invite you to apply, regardless of your race, gender, age, sexual orientation, country of origin...",TX
Financial Sales Advisor / Personal Banker,BBVA Compass,"Fort Worth, TX","That is why we actively support diversity and inclusion, and we invite you to apply, regardless of your race, gender, age, sexual orientation, country of origin...",TX
Client Associate,Bank of America,"Fort Worth, TX","If hired without licenses, depending on the needs of the business, you may be required to obtain registrations. 1st shift (United States of America)....",TX
Head of Strategic Programs and Delivery Excellence – Care Enablement & AI,Citi,"Irving, TX","Experience with Lean process improvement preferred. Strong listening, situation analysis, negotiation and facilitation skills....",TX
Auditor III - Global Consumer Banking,Citi,"Irving, TX",Pro-actively develops automated routines to help focus audit testing. Our goal is to have our workforce reflect this same diversity at all levels....,TX
Compliance Product Sr Officer I –Risk Management / Decision Management,Citi,"Irving, TX","Advanced knowledge in area of focus. Excellent written, verbal and analytical skills. Our goal is to have our workforce reflect this same diversity at all...",TX
Master Data Management Leader,CITIZENS BANK,"Irving, TX","Strong understanding of enterprise-level data integration and standardization practices. IBM Infosphere MDM, Java, XM/JSON, use of relational databases and...",TX
Architect Master Data Management,CITIZENS BANK,"Irving, TX","Bachelor’s degree in Information Technology preferred. IBM Infosphere MDM, Java, XM/JSON, use of relational databases and integration services....",TX
"Compliance Assurance Group Manager, SVP - Global Functions Technology",Citi,"Irving, TX",Advanced knowledge in area of focus. Identifying industry best practices and share insight with the CA teams on a regular basis....,TX
"Microsoft System Center Configuration Manager Engineer (C13/VP) Irving, TX",Citi,"Irving, TX","The engineer will be a Microsoft System Center Configuration Manager Current Branch expert with enterprise experience and strong knowledge of computer hardware,...",TX
Senior Operational Risk Manager – Citi Retail Services and Customer Conduct Risk Coverage-SVP,Citi,"Irving, TX",Strong analytical and conceptual skills. Evaluate control issues and ensure adequacy of Event Root Cause Analysis and corrective action plans....,TX
Operational Risk Manager - Risk Appetite and Metrics Analyst,Citi,"Irving, TX",Support timely and complete response to regulatory and audit requests for Risk Appetite and related metrics. Prepare and/or coordinate periodic gap analyses to...,TX
IT Business Lead Analyst with Salesforce Experience,Citi,"Irving, TX",Very good understanding of agile methodology. Excellent knowledge of Retail banking especially on payments and transaction processing required....,TX
Operational Risk Consultant 4 - Reporting and Business Analytics,Wells Fargo,"Irving, TX","Help us build a better Wells Fargo. 1+ year of Cognos experience. Excellent verbal, written, and interpersonal communication skills....",TX
Compliance Risk Management Sr Analyst - Technology & InfoSec Monitoring,Citi,"Irving, TX",Excellent written and verbal communication skills. Knowledge in area of focus. Strong interpersonal skills with the ability to work collaboratively and with...,TX
Financial Advisor,"First Command Financial Services, Inc.","Irving, TX",Portable career opportunities throughout the United States and overseas. First Command is committed to helping military families get their financial lives...,TX
Wealth Management Advisor Training Program,Northwestern Mutual,"Fort Worth, TX","A CAREER WITH ENDLESS OPPORTUNITIES*. FORTUNE® 97 (FORTUNE® 500, 2017). Are you looking for more fulfillment from your career? Year 10 | $234,000 - $490,000....",TX
IT Business Lead Analyst with Salesforce Experience,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. High School Diploma/GED. Job Function:....",TX
Websphere Application Administrator & Developer,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
"Dev Ops Engineer, Irving TX",Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
Senior IT Project Manager,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Other Location:. United States,Florida,Jacksonville....",TX
Audit Manager - ICG/GCB – Commercial,Citi,"Irving, TX","Primary Location:. United States,Texas,Irving. Bachelor's Degree. Job Function:....",TX
